userName,score,at,content
NURIL LUKMAN,1,2023-05-22 04:22:51,"aneh!!!! barang saya tiba² di tahan katanya saya udah reschedule padahal saya gk reschedule sama sekali,aneh aneh!!!!! ,udah 4 hari barang gak datang,eh malah di suruh nunggu 8 hari, 4+8=14 hari harus nunggu? haduh nih aplikasi kok jadi kaya gini ngakak aduh, aneh aneh!!!!!"
Marwot Kempot,1,2023-05-22 04:12:09,"Sering banyak erorr nya kalo ada promo terbatas . Jadi kadang gak bisa kepake promonya ,akhirnya gak bisa kebeli barang yg di inginkan. Makin di update semakin kaya celek ngasu . Bosok amburadul 😠😠😠😠😠😤😤😤😤😤😤😤😤😤😤😤😠😠😠😠😤😤😤😤"
Mou,1,2023-05-22 03:55:48,"Shoppe mengapa anda hanya tau update, update dan update. Limit SPaylater saya tidak pernah meningkat sedangkan saya selalu membayar dengan tepat dan tidak terlambat, masa limit SPaylater cuma Rp 100.000"
Digi Zone,1,2023-05-22 03:32:26,"Saya 3x mengalami transaksi dimana barang yang saya terima kurang dr yg saya order, saya sudah upload unboxing, katanya ada fitur pengembalian dana, nyatanya suruh pengembalian barang, masalahnya..tidak semua user banyak waktu untuk mengurus pengembalian, dan disinilah dimanfaatkan oleh penjual dengan sengaja mengirim barang dengan jumlah kurang. Toh tidak ada tindak lanjut dari shopee.. merajalela lah penjual² trsebut. Terus terang Kecewa saya, menu diskusi juga Gak berguna, PADA CUEK"
Sartika Anwar,4,2023-05-22 03:03:20,So far so good blnja di shope. Sy sih mak2 yg sllu mengedepankan gratisan. Dsni ongkirnya bs gratis. Sblmnya sy bli2 dtoko sbelah. V ongkirnya g grtis. Makanya pindah haluan. Produk2nya jg bnyk pilihan. Smoga sllu lbh baik lg buat seller dn costumer.
Faisal Dandi,1,2023-05-22 02:44:00,"Fitur shoope vidio mending hapus aja, membuat jalannya aplikasi menjadi berat, isinya juga banyak yg nggak berfaedah. Barang yg di jual juga terkadang nggak sesuai dengan yg ada dividio."
Abdul fattah Gibran,2,2023-05-22 01:57:14,"Bintang 2 aja dulu Masalah : kenapa sih baru juga bikin akun dan mau belanja pake voucher kok malah gk bisa malah ""kamu telah menggunakan promo ini.mohon coba promo lainnya"" kok gitu Mulu sih tolong perbaikan update tapi gk ngaruh apa apa.👍"
Zenal Abidin,1,2023-05-22 01:48:49,Pelayanan CS dan sistem setelah di update malah makin buruk bukan makin bagus. Harusnya sistem sdh siap jika customer makin banyak. Jdi ga lemot. Loading teruusss. Muter2 terus kaya komedi puter!!! Beli paket data bisa 5 menitan muter2 terus. Mau pembayaran pun sama loading muter2 terus. Segitu mau bayar malah kaya ogah ogahan!! Warung pas mau di beli si penjualnya malah nonton TV terus alhasil si pelanggan pada kabur dah ke warung sebelah. Pantes aja bnyk yg kasih ulasan bintang 1
Welly Risamasu Titarsole,5,2023-05-22 01:14:56,Bintang 5 bahkan lebih kalau ada buat Shoope Fitur²nya lengkap dan mudah dipahami. Spesialnya jujur dan penuh tanggung jawab untuk setiap permasalahan dan kendala² yang dihadapi konsumen. Ada sayangnya.. Ongkir ke tempat saya terlalu mahal.. 😊😊😊 dan juga aplikasinya masih berat..
Razzaq Akbaraja,5,2023-05-22 00:56:17,Saia suka belanja di shopee pilihan brg ny byk harga ny bervariasi dr yg trmurah smpai yg mahal ada. Toko ny jg byk dan yg paling saia suka itu bebas ongkir ny. Pokok ny cuma shopee tmp saia berbelanja online yg menyenangkan..👌👍
Gracya Chantika,1,2023-05-22 00:09:42,Ini gimana sih spaylaternya. Bayarnya di keterangan pembayaran cuma 250 dengan cicilan 6 bulan. Tapi belum masuk bulan depan malah udah mulai pembayaran jadi kalo ditotal hampir 350rb dari pembayarannya yang seharusnya dibayarkan. Sekarang mau belanja pake spaylater malah takut biaya cicilannya hampir setengah dari produk yang saya beli. Tolong dong pihak shopee. Uang saya yang lain kemana. Ada bukti transaksi juga kok
Risna Wati,4,2023-05-21 23:40:26,Yaah aplikasiny seh slmai ini msh baik2 saja..klo bisa penjual2 yg suka menipu itu bisa di atasi oleh shopee sehingga mereka tidak bisa masuk ke aplikasi shopee untuk berjualan...yaa walaupun pihak shopee juga sdah ada penanganan bgi klien yg tertipu saya hargai juga itu
pangeran cakrabuana,1,2023-05-21 17:27:50,"apa-apan sih shope, akun saya kok tiba² di banned/blokir, padahal toko online saya ngga bermasalah apa², ini tolonglah yang jelas, udah gitu masuk ke pusat bantuan malah ngeblank gak jelas, saran saya mending di pisah aplikasi untuk penjual & pembeli biar gak banyak kendala, tolong dong akun saya itu harus digimanain, gak jelas banget shopee, main blokar blokir aja mana masi ada saldo di dalem.!"
Bayu Rochmat,2,2023-05-21 17:16:21,"Makin lama makin lemot aplikasiny. Pas udah check out mau pembayaran pasti nge bug. Aplikasi sedang mendownload, padahal habis update."
ridho bagus purba,5,2023-05-21 16:59:59,"Sangat membantu dan mepermudah dalam belanja, dan mohon di tingkatkan lagi untuk promonya, dari yang terendah sampai yang tertinggi.🙏🏻"
Ari Purnama,4,2023-05-21 16:59:16,"May 2023, hallo admin, saya bberapa kali dapat pesanan yang tidak sesuai, misal beli 5 item, ternyata cuma di packing 4 item, sedangkan yg 1 item gak ada, saya malas chat komplain yg ribet, bisa gak ya diperbaiki lagi perilaku penjual yang nakal, ato memudahkan komplain dengan video unboxing saja, 😃 Dan satu lagi, saya ketipunya sama yg rating rendah, klo yg super seller dan rating tinggi aman dan cakep sih 👍👍 Rata2 jujur, Thnkz shopee"
Suri Givok,4,2023-05-21 16:55:39,"Aplikasi yg memang bisa di percaya, karna ap yg di cari pasti sesuai dgn yg di pesan. Dan pastinya ga nyesal punya aplikasi ini. Karna tiap ranting toko2nya mungkin lebih ditegaskan sehingga tidak mengecewakan krn udah hampir 2 tahun saya blanja melalui aplikasi ini tdk pernah kecewa. Beda dgn aplikasi sebelah. Trimakasi shopee"
Muhammad Alvin,1,2023-05-21 15:30:06,woyyy gmna gua mau bayar sinyal sinyal aja kalo ga bisa jangan gitu bikin orang pusing aja !!!! kalo ga bisa layanin dengan baik lebih baik perbaiki !!!sumpah nyesel download apk ini !!!!
Muhammad Mustopa,1,2023-05-21 15:25:01,Berat banget aplikasinya....padahal udah clear cache log out dan log in aplikasi shopee tapi tetep berat...jaringan data seluler bagus apalagi jaringan wifi padahal semua bagus jaringannya...tapi kok berat banget....
Ria Novita,2,2023-05-21 15:20:07,Shope sekarang kenapa kaya gini ya jjur kecewa si masa saya pengguna baru tapi vocer belum sempat saya pake udah gabisa dipake padahal baru aja daftar Bru beberapa jam yang lalu malah vocer nya gabisa dipakai terus juga sekarang shope nya lelet padahal jaringan nya udh lancar gratis ongkir nya juga udah ga kaya dulu lagi tolong dong diperbaiki lagi ya pelayanan nya buat shope jjur kecewa
Jaja Kelana,4,2023-05-21 15:13:36,"Saya rasa aplikasi shopee cukup bagus, cuma kendala nya sangat lemot atau lelet walaupun jaringan bagus, tolong di perbaiki secepatnya terimakasih 🙏"
Nurdin Sutrisno,1,2023-05-21 14:49:18,Apk belanja/online shop dibarengi sama video2 ya begini jadinya ngelag terus saat mau ceckout. Hp saya ram 8/256gb loh & udh 5G buat buka apk sblh aja yg si ijo & si biru gapernah lemot disini doang lemotnya bukan maen. Ini terakhir kalinya saya komen. Klo ga jelas gada perubahan auto uninstal apknya. Percuma yg pada komen klo ga kompak ksh bintang 1 adminya cuma bisa senyum2 doang liat komen lu pada klo gada feedback baiknya. 🤬🤬🤬
RAFFI J42,2,2023-05-21 14:48:21,"Untuk produk produk si bagus bagus banyak lengkap tapi lemotttt banget aplikasi nya sudah update tapi gak ada perubahan sama sekali selalu loding,kadang ngefrezee ga bisa gerak barang yang di tambahkan ke keranjang kadang tidak masuk,hilang untuk update selanjutnya mudah2 an lebih baik lagi"
Teguh Priy,1,2023-05-21 14:23:34,"Aplikasi sialan,, merampok dana secara tidak langsung,, top up saldo e money dana sudah terpotong dan transaksi di tulis berhasil tapi setelah update saldo dana tidak masuk,, Aplikasi Bangs*tttt"
Umi Mahfudhoh,4,2023-05-21 13:55:55,"sebenernya suka dan nyaman banget belanja disini, karena gak suka terlalu banyak punya aplikasi belanja online. cukup satu aja. tapi yang gak saya sukai adalah tiap buka aplikasi lemot banget, kadang malah keluar sendiri. sudah mencoba sering update tapi ya ujung-ujungnya gitu lagi. pokoknya harus punya kesabaran extra. saya lihat komentar yg lain juga ngeluh tentang lemot, semoga bisa diperbaiki lagi"
jery,3,2023-05-21 13:54:35,"bapak dan ibu admin yg terhormat kenapa aplikasi shopee saya setelah di update malah lambat padahal udah di bersikan berkas sampahnya di log out dan di log in lagi udah, jaringan 4G internet stabil sudah, terus harus bagaimana lagi???"
Backup Gujil,1,2023-05-21 13:11:00,"Bisa ga lu pada ga muncul tiap kali gw mau ngeklik download di web. Pop upnya meresahkan, sebagai apk gw akui lu bagus, tp iklannya ganggu banget dimana mana."
Zahra Nisa,5,2023-05-21 12:45:16,bagus berguna sekali untuk berbelanja online dan ada point berbelanja nya jadi mudah dan banyak diskon serta selalu ada gratis ongkir nya
Lost New Way,1,2023-05-21 12:26:23,"Parah sih shopee sekarang, share pengalaman setelah cape"" scrol"" liat barang, trs ada nih barang yg menarik, trs di klik nih barangnya buat liat detailnya, trs ternyata kurang cocok, habis itu di kembali eh malah balik ke scrol an yg paling atas lagi, gk ngelanjutin ke scrol an terakhir, kan males banget jadinya Makin kesini bukannya makin mempermudah malah makin bikin emosi doang nih aplikasi, update terus bukannya lebih baik malah makin bobrok, bikin tambah berat aplikasi doang a****g"
Ibnu Ali sina,5,2023-05-21 12:05:33,"Aplikasi ini memudahkan saya dalam berbelanja, hanya dengan rebahan saja barang bisa datang ke rumah, saya juga suka karna ada fitur COD itu juga sangat memudahkan saya jika saya dalam kondisi saldo kosong, terimakasih Shopee, aku sangat senang dan beruntung mempunyai Mu, bintang 5 ⭐⭐⭐⭐⭐"
sofyan syah,2,2023-05-21 11:33:18,"Aplikasi nya aman"" aja... Tapi soal pengiriman akhir-akhir ini selalu gagal, dan di kembalikan ke penjual... Udah lbih dri 3 pesanan saya di kembalikan"
Apem Tante,1,2023-05-21 11:11:03,"banyak bug di aplikasi ini, setiap chekout sy harus hapus data, upload photo & video selalu ada notif TERJADI KESALAHAN TUNGGU BEBERAPA SAAT LAGI, padahal di TOKOPEDIA lancar dan tdk ada kendala. PROGRAMMERS SHOPEE payah.!"
Arifin Arigin,1,2023-05-21 09:47:14,"Dulu aku kasih bintang 5 karna memang bagus banget , apa lagi aku member platinum banyak banget diskon nya , tapi magin kesini malah gratis ongkir aku malah magin habis padahal gak ada make jadi untuk bulan mei aku gak punya gratis ongkir dan bahkan gak ada sama sekali , padahal aku member platinum , jelek banget sekarang aplikasinya mana ngebugg banget lagi , tolong di tingkatkan lagi kya dulu ya biar enak :("
Ade Ray,5,2023-05-21 09:29:52,"Belanja di Shopee semua ada dari perabot sampai sembako dll.. semua ada, jadi saya suka dengan Shopee karena apa yg saya perlukan Ada di Shopee dan bayarnya bisa disaat pesanan sampai."
Siti Ngafiah,4,2023-05-21 08:47:19,Kenapa yaa gak bisa nambahin voucher dan ubah metode pembayaran pas mau cek out. Kirain tokonya ternyata di coba di beberapa toko lain juga sama.
Nur Kholifah,4,2023-05-21 08:25:08,"Parah sih ga bisa masuk yg di pulsa, tagihan,smpe di install ulang,log out log in, berbagai cara tpi tetep ga bisa masuk ,mau beli pulsa byar listrik jdi susah🤦‍♀️ gimana cobaaa"
William Bush Junior,4,2023-05-21 08:18:25,"oke...shopee online shop yg sangat membantu pelanggan..., aplikasinya sangat lengkap dari yg lain add comment : soalnya harga,pelayanan dan aplikasi shopee cukup bagus dan kompetitif...KENAPA APLIKASI SHOPEE hampir 3 tahun terakhir kini sangat lemot,dan cenderung hp Hang, macet?APA Terlalu byk games,aplikasi tambahan seperti video kayak di tiktok/ lainnya...knp gk bikin Aplikasi shopee Lite, yg ringan khusus shopping, sehingga hp android jadulpun pelanggan bisa terisntal aplikasi dihp nya.?"
Icha Mohulaingo,3,2023-05-21 08:17:16,Aplikasi terlalu berat. Terlalu banyak tawaran untuk mengikat konsumen. Tidak semua pakai iPhone. Juntrungannya jadi lambat. Seperti ponsel dibebani muatan kontener.
sprone denos,1,2023-05-21 07:22:58,Akun tidak bisa di pakai padahal semua tanggungan sudah terbayar harusnya saat di aplikasi sudah terbayar pihak shopee sudah bisa secara otomatis membuka akun tapi ini masih harus manual pengguna melaporkan bukti pembayaran yang sudah jelas di aplikasi tercatat lunas sangat merepotkan dan tidak efisien
Zuni Mtj,3,2023-05-21 06:58:58,"Tolong di menu pencarian barang diperbaiki, kadang kita sudah memfilter ke provinsi sendiri masih ada provinsi lain yg masih muncul & yg dari luar negeri pun masih sering muncul."
Mass Moel,1,2023-05-21 06:40:39,"Spinjam sekarang nggak bersahabat, bunganya sekarang 1,95 %. Maaf saya bintang satu dulu bagus karna bunga masih di angka 0,90 sekarang nggak lagi. Tapi bagaimanapun saya tetap bertanggung jawab dan berterima kasih karna dulu pernah membantu"
Arif Santoso,5,2023-05-21 06:32:23,"Sedikit komplain nih kak.. beberapa hari yg lalu saya order vacum penyedot debu dengan sistem cod, kebetulan waktu barang dtng saya nya Ndak di rumah, ya sudah saya suruh yg di rumah bayar cod nya, eh setelah saya tiba, paketan saya buka isi nya casing hp yg harga nya gak seberapa, saya beri ulasan dan saya mau chat toko nya.. udah gak ada.. tolong hal2 seperti ini di perhatikan agar tidak merugikan konsumen yg lain.. sudah 2x saya seperti ini ya.. di filter lagi toko baru yg mau jual di Shopee."
Maya Nursakinah,1,2023-05-21 05:51:43,"semakin kesini makin kesana, makin berat aplikasinya, makin makan banyak ruang, suka ngebug, sayang banget padahal aplikasinya paling banyak digunakan tapi tidak ada perubahan yg lebih baik sekalipun ada update"
Andrii,1,2023-05-21 05:17:48,"Aplikasinya d update malah jdi lelet, lemot bngt, super lemoootttttttttt......!!!!!!!!!!!!!!!!!!! Sudah d update versi trbaru tetep lemot, udah sering bersihkn cache jg masib lemot, trutama untuk beli pls listrik sllu eror ... apk aneh..Skarang jg bnyak akun toko penipuh!!!!"
Joillyvanie Gunther,5,2023-05-21 04:45:36,"Sangat membantu dgn aplikasi ini,semua tersedia,dan sangat mudah membeli apalagi dgn ada splathr,hanya saja sekarang pengirimannya lebih lambat sampai."
reza nezar,4,2023-05-21 03:27:03,"Semenjak belanja di Shopee saya bersyukur apa yang kita butuhkan ada senang, hanya saya rasa khawatir ada ada apabila ada yang belanja barang yang berbahaya mohon lebi teliti lagi terimakasih semoga shoopee sukses makin banyak peminatnya."
Fitri Yani,1,2023-05-21 02:51:52,"Kok malah kacau si setelah di update,,, keterangan jaringan bermasalah terus,, padahal sinyal ok2 aja tuh tiap buka aplikasi lain"
Elisia Gabrilla,3,2023-05-21 02:31:20,"Gak tau kenapa aplikasinya jadi lemot banget, buat buka foto aja loading lamaaaa kadang malah gak kebuka padahal sinyal bagus buat buka ig, yt, bisa tp buat buka gambar di Shopee gak bisa."
Dedi Jhie,1,2023-05-21 02:26:46,"4 paket aku di kirim menggunakan shopee express, sampai skrang paket hanya bolak balik sunter cakung, cakung sunter. Ini paket kapan mau sampai nya, kalo tidak bisa tepat waktu tolong batalin semua paket saya. Terimakasih Shopee."
vina rachman,2,2023-05-21 01:59:45,"Performanya makin parah,makan lemot bukan karna jaringan atau hpenya, tolong demi kenyamanan segera diperbaiki lagi, pengguna shopep tuh banyak loh masa mau di iarin kaya gini terus lama sampe nanti gak ada yg make lagi nih aplikasi,trus pindah ke aplikasi yg lain"
Putri Arinni hasibuan,3,2023-05-21 00:02:59,"Sudah dilakukan log out kemudian login kembali,tapi tetap aja nonton video gk bisa dibuka.lelet.padahal jaringan stabil Gimana nih lagi solusi nya lg"
Nurhani La Nuhu,5,2023-05-20 23:50:45,"Belanja paling Amanah hanya di Shopee, banyak Gratis Ongkir N dapat Cashback lagi, tapi saya berharap Ongkir ke Luar Pulau Jawa diturunin lagi karena masih lebih mahal dari Aplikasi tetangga Lzd, tapi kalau pelayanan N cara pemesanan lebih praktis n mudah dari Aplikasi lain!!"
Yusuf Sandro Christian Anderson,4,2023-05-20 23:28:47,"Saya pengguna baru shopee, saya bikin akun baru kok langsung kena peringatan M01 pas lagi checkout, katanya ada aktivitas mencurigakan. Hadeh mengecewakan bener dah shopee buat pengguna baru Edit : oke min, masalah terselesaikan"
Syatriya A J,1,2023-05-20 23:14:53,"Aplikasi sangat Lamban, pengiriman barang Lama ...,, Pesanan saya juga ada yg tidak sampai / tidak diketahui / Bahkan HiLang .,,, Gak bisa buka Shopee tanam juga ini, parahh !!"
wawan setiawan,3,2023-05-20 21:52:13,Setelah diminta update terbaru bukan makin lancar malah macet-macet suka ngelag ga jelas. Tolong diperbaiki kalau perlu balik lg ke sebelum ada update lebih lancar.
sondra k,3,2023-05-20 19:00:20,"Ketika buka aplikasi ini hp jadi cepat panas, batre cepat habis..rencana mau belanja, baru buka apknya lelet, gak seperti dulu, mau milih produk susah, karena lola, loading lambat, akhirnya gak jadi belanja karena susah milih produk, maaf saya turunin rating..., Kalau sudah membaik apknya saya naikin rating lagi, seperti diawal, rating akan menyesuaikan"
Team Kuyy,5,2023-05-20 18:57:19,"Aplikasi sudah lancar kembali, terima kasih atas respon tim shopee perihal menanggapi keluhan penggunanya dengan cepat , hanya saja untuk pengguna jaringan telkomsel kadang suka lemot untuk akses nya perlu memakai vpn dahulu agar koneksinya bisa stabil, sedang jika pakai jaringan provider lain berjalan normal , untuk kedepannya agar lebih ditingkatkan kembali khusunya bagi pengguna jaringan provider telkomsel yg terkadang suka lemot untuk akses aplikasi shopeenya, terima kasih"
Rona Yati,1,2023-05-20 18:52:53,Kenapa shopee makin kesini makin lelet ya. Mau buka susah banget 😭😭. Cuma berputar-putar. Semakin di update semakin gak bisa digunakan. Lelet muter doang
